vehicle_id,date,mileage_km,cumulative_mileage_km,engine_hours,load_percentage,route_severity_score,route_severity_label,fault_count,fault_severity_score,operating_stress_index,days_since_last_service,last_service_mileage_km,service_type_last,breakdown_occurred,breakdown_type,data_quality_flag,scenario_tag,vehicle_type,mileage_score,engine_hour_score,load_score,route_severity_score_n,fault_score,service_wear_score,missing_service_history,mileage_score_raw,engine_hour_score_raw,load_score_raw,route_severity_score_n_raw,fault_score_raw,service_wear_score_raw,dcss,risk_level,dcss_delta,top_factors,weight_config,recommended_interval_days,recommended_maintenance_date,recommendation_urgency,recommendation_reason,recommended_by
VH-001,2024-01-28,49.17,46718.05,10.64,84.59,8.37,High,1,6.41,5.07,27.0,45508.86,EMERGENCY,0,,,NORMAL,BULLDOZER,13.391,63.8429,69.8686,53.0714,18.3286,80.0,False,16.39,53.2,84.59,83.7,42.46000000000001,90.0,45.0021,NORMAL,3.0876,"[{""factor"": ""load_score"", ""sub_score"": 69.87, ""contribution"": 13.9737}, {""factor"": ""route_severity_score"", ""sub_score"": 53.07, ""contribution"": 10.6143}, {""factor"": ""engine_hour_score"", ""sub_score"": 63.84, ""contribution"": 9.5764}]",Default,30,2024-02-27,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-001,2024-01-29,76.17,46794.22,11.18,50.87,6.63,Medium,3,5.48,5.51,28.0,45508.86,EMERGENCY,0,,,NORMAL,BULLDOZER,15.3538,62.8286,64.5214,56.4,21.0486,83.3333,False,25.39,55.89999999999999,50.87,66.3,44.88,93.33333333333333,45.6252,NORMAL,0.6231,"[{""factor"": ""load_score"", ""sub_score"": 64.52, ""contribution"": 12.9043}, {""factor"": ""route_severity_score"", ""sub_score"": 56.4, ""contribution"": 11.28}, {""factor"": ""engine_hour_score"", ""sub_score"": 62.83, ""contribution"": 9.4243}]",Default,30,2024-02-28,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-001,2024-01-30,58.02,46852.24,12.37,55.23,5.36,Medium,0,0.0,5.64,29.0,45508.86,EMERGENCY,0,,,NORMAL,BULLDOZER,16.5686,63.0357,65.6586,52.7143,16.1514,86.6667,False,19.340000000000003,61.849999999999994,55.23,53.6,0.0,96.66666666666667,43.9656,NORMAL,-1.6596,"[{""factor"": ""load_score"", ""sub_score"": 65.66, ""contribution"": 13.1317}, {""factor"": ""route_severity_score"", ""sub_score"": 52.71, ""contribution"": 10.5429}, {""factor"": ""engine_hour_score"", ""sub_score"": 63.04, ""contribution"": 9.4554}]",Default,30,2024-02-29,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-001,2024-01-31,40.97,46893.22,8.44,82.03,3.88,Medium,0,0.0,2.22,30.0,46893.22,MINOR,0,,,NORMAL,BULLDOZER,16.4848,60.5929,69.0643,54.8857,16.1514,90.0,False,13.656666666666666,42.199999999999996,82.03,38.800000000000004,0.0,100.0,44.8728,NORMAL,0.9072,"[{""factor"": ""load_score"", ""sub_score"": 69.06, ""contribution"": 13.8129}, {""factor"": ""route_severity_score"", ""sub_score"": 54.89, ""contribution"": 10.9771}, {""factor"": ""engine_hour_score"", ""sub_score"": 60.59, ""contribution"": 9.0889}]",Default,30,2024-03-01,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-001,2024-02-01,74.04,46967.26,9.91,23.53,1.49,Low,0,0.0,5.04,1.0,46893.22,MINOR,0,,,NORMAL,BULLDOZER,18.0571,58.2929,65.8757,51.5714,16.1514,79.0476,False,24.680000000000003,49.55,23.53,14.899999999999999,0.0,3.3333333333333335,42.8369,NORMAL,-2.0359,"[{""factor"": ""load_score"", ""sub_score"": 65.88, ""contribution"": 13.1751}, {""factor"": ""route_severity_score"", ""sub_score"": 51.57, ""contribution"": 10.3143}, {""factor"": ""engine_hour_score"", ""sub_score"": 58.29, ""contribution"": 8.7439}]",Default,30,2024-03-02,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-001,2024-02-02,43.97,47011.23,11.38,63.54,1.38,Low,0,0.0,5.96,2.0,46893.22,MINOR,0,,,NORMAL,BULLDOZER,17.9686,54.25,61.0571,46.1143,16.1514,68.0952,False,14.656666666666665,56.900000000000006,63.54,13.799999999999999,0.0,6.666666666666667,39.6188,NORMAL,-3.2181,"[{""factor"": ""load_score"", ""sub_score"": 61.06, ""contribution"": 12.2114}, {""factor"": ""route_severity_score"", ""sub_score"": 46.11, ""contribution"": 9.2229}, {""factor"": ""engine_hour_score"", ""sub_score"": 54.25, ""contribution"": 8.1375}]",Default,30,2024-03-03,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-001,2024-02-03,33.36,47044.59,15.33,81.47,3.12,Low,1,6.93,3.8,3.0,46893.22,MINOR,0,,,NORMAL,BULLDOZER,17.8905,56.6071,63.0371,43.1857,18.9886,57.1429,False,11.12,76.64999999999999,81.47,31.2,45.58,10.0,40.0784,NORMAL,0.4596,"[{""factor"": ""load_score"", ""sub_score"": 63.04, ""contribution"": 12.6074}, {""factor"": ""route_severity_score"", ""sub_score"": 43.19, ""contribution"": 8.6371}, {""factor"": ""engine_hour_score"", ""sub_score"": 56.61, ""contribution"": 8.4911}]",Default,30,2024-03-04,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-001,2024-02-04,63.78,47108.36,12.26,69.97,7.41,High,0,0.0,4.9,4.0,46893.22,MINOR,0,,,NORMAL,BULLDOZER,18.5862,57.7643,60.9486,41.8143,12.9229,46.1905,False,21.26,61.3,69.97,74.1,0.0,13.333333333333334,37.2622,NORMAL,-2.8162,"[{""factor"": ""load_score"", ""sub_score"": 60.95, ""contribution"": 12.1897}, {""factor"": ""engine_hour_score"", ""sub_score"": 57.76, ""contribution"": 8.6646}, {""factor"": ""route_severity_score"", ""sub_score"": 41.81, ""contribution"": 8.3629}]",Default,30,2024-03-05,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-001,2024-02-05,38.53,47146.9,12.32,44.51,5.4,Medium,0,0.0,6.71,5.0,46893.22,MINOR,0,,,NORMAL,BULLDOZER,16.7938,58.5786,60.04,40.0571,6.5114,35.2381,False,12.843333333333334,61.6,44.51,54.0,0.0,16.666666666666664,34.2009,NORMAL,-3.0613,"[{""factor"": ""load_score"", ""sub_score"": 60.04, ""contribution"": 12.008}, {""factor"": ""engine_hour_score"", ""sub_score"": 58.58, ""contribution"": 8.7868}, {""factor"": ""route_severity_score"", ""sub_score"": 40.06, ""contribution"": 8.0114}]",Default,30,2024-03-06,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-001,2024-02-06,42.85,47189.75,11.5,55.61,1.13,Low,1,1.71,4.29,6.0,46893.22,MINOR,0,,,NORMAL,BULLDOZER,16.0714,57.9571,60.0943,34.0143,8.5486,24.2857,False,14.283333333333333,57.49999999999999,55.61,11.299999999999999,14.260000000000002,20.0,32.9013,NORMAL,-1.2996,"[{""factor"": ""load_score"", ""sub_score"": 60.09, ""contribution"": 12.0189}, {""factor"": ""engine_hour_score"", ""sub_score"": 57.96, ""contribution"": 8.6936}, {""factor"": ""route_severity_score"", ""sub_score"": 34.01, ""contribution"": 6.8029}]",Default,30,2024-03-07,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-001,2024-02-07,48.56,47238.3,12.09,73.78,5.83,Medium,0,0.0,8.37,7.0,46893.22,MINOR,0,,MISSING_ENGINE_HOURS,NORMAL,BULLDOZER,16.4329,60.5643,58.9157,36.8,8.5486,13.3333,False,16.186666666666667,60.45,73.78,58.3,0.0,23.333333333333332,33.1023,NORMAL,0.201,"[{""factor"": ""load_score"", ""sub_score"": 58.92, ""contribution"": 11.7831}, {""factor"": ""engine_hour_score"", ""sub_score"": 60.56, ""contribution"": 9.0846}, {""factor"": ""route_severity_score"", ""sub_score"": 36.8, ""contribution"": 7.36}]",Default,30,2024-03-08,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
