timestamp,vehicle_id,date,field,issue_code,action,original_value,new_value,reason
2026-08-26T21:11:07,VH-034,2024-06-14,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-028,2024-05-12,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-027,2024-05-25,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-029,2024-12-26,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-029,2024-03-31,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-004,2024-10-04,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-036,2024-10-10,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-031,2024-07-31,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-040,2024-07-17,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-034,2024-11-08,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-036,2024-08-24,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-039,2024-01-29,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-021,2024-08-07,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-038,2024-11-24,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-016,2024-12-21,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-028,2024-09-16,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-019,2024-01-01,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-008,2024-09-09,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-011,2024-11-24,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-013,2024-11-27,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-035,2024-08-21,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-017,2024-08-31,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-032,2024-09-18,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-011,2024-08-23,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-027,2024-04-18,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-022,2024-01-15,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-029,2024-07-23,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-036,2024-04-14,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-012,2024-11-23,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-024,2024-02-26,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-017,2024-08-19,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-005,2024-06-29,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-027,2024-03-12,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-015,2024-05-06,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-024,2024-09-21,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-024,2024-03-28,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-015,2024-10-31,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-039,2024-08-22,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-009,2024-04-04,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-008,2024-04-05,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-031,2024-05-22,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-022,2024-02-06,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-009,2024-10-27,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-032,2024-06-11,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-036,2024-09-26,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-040,2024-01-09,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-027,2024-11-20,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-026,2024-03-19,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-009,2024-08-12,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-030,2024-07-12,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-022,2024-02-02,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-028,2024-01-29,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-020,2024-04-25,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-013,2024-05-30,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-001,2024-03-07,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-011,2024-05-12,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-013,2024-08-10,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-005,2024-08-20,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-005,2024-07-12,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-025,2024-03-16,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-027,2024-06-30,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-006,2024-05-31,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-028,2024-09-26,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-015,2024-01-23,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-005,2024-11-28,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-017,2024-10-09,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-005,2024-01-11,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-020,2024-06-26,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-038,2024-07-06,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-007,2024-01-02,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-036,2024-02-24,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-015,2024-12-04,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-035,2024-09-18,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-009,2024-03-28,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-015,2024-09-10,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-038,2024-03-02,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-035,2024-11-13,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-027,2024-12-26,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-023,2024-07-16,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-005,2024-05-02,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-023,2024-12-26,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-023,2024-07-30,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-031,2024-01-05,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-009,2024-07-14,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-003,2024-02-04,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-003,2024-06-26,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-038,2024-04-06,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-040,2024-02-17,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-026,2024-07-28,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-029,2024-08-13,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-032,2024-03-25,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-014,2024-04-04,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-017,2024-06-02,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-037,2024-12-13,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-036,2024-06-02,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-016,2024-06-12,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-006,2024-07-01,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-015,2024-04-26,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-038,2024-09-25,(record),DUPLICATE_RECORD,DROP_ROW,DUPLICATE,REMOVED,"Duplicate (vehicle_id, date) pair — keeping first occurrence."
2026-08-26T21:11:07,VH-001,2024-01-21,load_percentage,INVALID_LOAD,SET_NULL,-2.464056458187553,nan,"load_percentage=-2.46 is outside valid range [0, 100]. Set to NaN for imputation."
2026-08-26T21:11:07,VH-001,2024-03-30,load_percentage,INVALID_LOAD,SET_NULL,-2.464056458187553,nan,"load_percentage=-2.46 is outside valid range [0, 100]. Set to NaN for imputation."
2026-08-26T21:11:07,VH-001,2024-08-23,load_percentage,INVALID_LOAD,SET_NULL,-2.464056458187553,nan,"load_percentage=-2.46 is outside valid range [0, 100]. Set to NaN for imputation."
2026-08-26T21:11:07,VH-001,2024-09-11,load_percentage,INVALID_LOAD,SET_NULL,130.3715346575204,nan,"load_percentage=130.37 is outside valid range [0, 100]. Set to NaN for imputation."
2026-08-26T21:11:07,VH-001,2024-12-03,load_percentage,INVALID_LOAD,SET_NULL,-2.464056458187553,nan,"load_percentage=-2.46 is outside valid range [0, 100]. Set to NaN for imputation."
